107729,"15V051000","KENWORTH","T880",2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001981672000000000
107730,"15V051000","PETERBILT",220,2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001976711000000000
107731,"15V051000","PETERBILT",210,2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001976710000000000
107732,"15V051000","KENWORTH","K370",2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001976916000000000
107733,"15V051000","KENWORTH","K270",2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001976914000000000
107734,"15V051000","PETERBILT",320,2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001968110000000000
107735,"15V051000","KENWORTH","T800",2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001968108000000000
107736,"15V051000","KENWORTH","T660",2015,"15KWA and 115B","SERVICE BRAKES, AIR:DISC:CALIPER","PACCAR Incorporated",20140721,20140916,"V",106,,"MFR","PACCAR Incorporated",20150130,20150130,,0,"PACCAR Incorporated (PACCAR) is recalling certain model year 2015 Peterbilt 210, 220, 320, and Kenworth K270, K370, T660, T800, T880 trucks manufactured July 21, 2014, to September 16, 2014.  The brake caliper bolts may not be properly torqued.","As a result, the brake caliper bolts may loosen, reducing the effectiveness of the brakes and increasing the risk of a crash.","PACCAR will notify owners, and dealers will inspect, and tighten or replace any loose caliper bolts, as necessary, free of charge. The manufacturer has not yet provided a notification schedule. Owners may contact Peterbilt customer service 1-940-591-4000, or Kenworth customer service at 1-425-828-5000. PACCAR's number for this recall is 15KWA (Kenworth) and 115B (Peterbilt).","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57287001968107000000000
107769,"15V050000","FORD","TRANSIT CONNECT",2014,"15S03","SEAT BELTS:FRONT:ANCHORAGE","Ford Motor Company",20131106,20140920,"V",16091,,"MFR","Ford Motor Company",20150130,20150130,,0,"Ford Motor Company (Ford) is recalling certain model year 2014 Ford Transit Connect vehicles manufactured November 6, 2013, to September 20, 2014.  In the affected vehicles, the upper seat belt bolts may have been improperly torqued, allowing them to loosen over time.","If the seat belt anchorage fasteners loosen over time, there is an increased risk of personal injury in the event of a crash.","Ford will notify owners, and dealers will replace the original seatbelt fasteners with properly torqued fasteners, free of charge. The recall is expected to begin March 23, 2015.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 15S03.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57286001972095000000000
107801,"15V049000","HEARTLAND","BIG COUNTRY",2015,"99-01-19","SUSPENSION:REAR:AXLE:NON-POWERED AXLE ASSEMBLY","Heartland Recreational Vehicles, LLC",20140923,20150112,"V",131,,"MFR","Heartland Recreational Vehicles, LLC",20150130,20150130,,0,"Heartland Recreational Vehicles, LLC (Heartland) is recalling certain model year 2015 Heartland Big Country 3800FL vehicles manufactured October 22, 2014, to December 16, 2014 and 2015 Heartland Big Country 3900FLP vehicles manufactured September 23, 2014, to January 12, 2015, 2015 Heartland Big Horn 3750FL vehicles manufactured September 3, 2014, to January 14, 2015, and Landmark 365 Charleston vehicles manufactured on December 24, 2014.  In the affected recreational vehicles, the axles may be placed too far forward on the frame resulting in improper weight distribution across the axles. ","Improper weight distribution across the axles may result in poor handling, increasing the risk of a crash.","Heartland will notify owners, and dealers will move the axles rearward to help with weight distribution on the Big Horn, and 3800 FL Big Country, and will add a ballast to the pin box to improve handling the 3900 FLP Big Country, free of charge. The recall is expected to begin February 16, 2015. Owners may contact Heartland customer service at 1-877-262-8032. Heartland's number for this recall is 99-01-19.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",57285001983704000000000
